STATUS	DATA SOLICITAÇÃO	PAÍS DE ORIGEM	GÊNERO	ANO DE NASCIMENTO	CIDADE SOLICITAÇÃO	DATA DA  DECISÃO
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1999	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1979	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1993	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1983	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1997	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1995	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1999	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1998	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1993	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	2000	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	2001	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1968	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1978	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1996	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1965	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1988	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1970	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1995	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1980	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1997	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1999	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1998	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1991	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1999	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1992	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1975	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	2001	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1996	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1999	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1971	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1963	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1978	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1988	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1993	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1994	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1978	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1992	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1971	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1993	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1961	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1970	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1996	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1993	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1960	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1972	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1997	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	2000	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1996	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1991	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1988	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1986	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1989	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1995	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1983	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1970	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1985	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1995	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1973	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1994	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1991	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1991	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1970	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1979	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1974	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1989	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1993	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1987	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1973	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1989	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1966	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1982	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1974	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1999	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1986	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1988	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1984	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1984	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1980	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1998	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1973	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1998	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1985	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1998	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1970	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1990	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1995	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1986	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1977	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1992	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1983	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1983	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1995	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1996	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1991	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1959	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1977	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1979	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1975	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1978	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1998	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1991	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1991	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1996	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1996	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1994	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1971	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1988	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1976	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	2000	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1982	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1977	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1983	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1978	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1975	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1959	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1997	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1982	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1966	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1972	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1976	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1994	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1972	MANAUS	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1984	MANAUS	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1977	MANAUS	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1972	MANAUS	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1988	MANAUS	31/01/2020
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1990	MANAUS	31/01/2020
ELEGIBILIDADE - DEFERIDO	2017	VENEZUELA	M	1996	MANAUS	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1997	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	2000	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1978	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1997	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1989	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1974	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1995	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1996	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1999	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1990	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1994	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1989	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1983	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1995	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1994	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1986	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1993	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1987	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1990	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1981	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1985	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1992	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1967	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1993	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	2002	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1999	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1997	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1986	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1979	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1992	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1978	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1971	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1994	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1989	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	F	1973	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1973	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1985	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1966	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1998	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1998	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1999	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1985	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1988	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1990	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1974	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1991	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1980	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1987	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1965	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1998	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	2001	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1984	MANAUS	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1998	MANAUS	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	1994	MANAUS	31/01/2020
ELEGIBILIDADE - DEFERIDO	2019	VENEZUELA	M	2000	MANAUS	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1993	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1974	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	2001	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1996	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1971	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1964	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1976	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1984	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1979	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1995	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1991	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1988	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1993	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1966	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1992	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1954	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1998	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1991	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1997	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1997	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1989	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1980	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1971	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1979	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1973	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1989	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1990	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1977	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1997	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1988	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1995	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1985	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1996	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1998	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1980	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1993	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1958	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1996	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1995	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1999	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1980	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1981	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1995	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1998	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	2001	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1988	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1994	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1967	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1964	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1977	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1981	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	2001	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1993	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1987	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	2000	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1985	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1987	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1999	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1970	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1992	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1999	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1979	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1984	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1979	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1990	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1981	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1999	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1994	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1979	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1985	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1983	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1998	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1992	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1998	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1995	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1981	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1965	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1988	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1975	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1987	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1984	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	1993	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1983	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	M	1990	PACARAÍMA	31/01/2020
ELEGIBILIDADE - DEFERIDO	2018	VENEZUELA	F	2001	PACARAÍMA	31/01/2020
